名称,来源,页码,体型,类型,阵营,AC,HP,速度,力量,敏捷,体质,智力,感知,魅力,豁免骰,技能,伤害易伤,伤害抗性,伤害免疫,状态免疫,感官,语言,CR,特质,动作,附赠动作,反应,传奇动作,神话动作,巢穴动作,区域效应,环境,宝藏
风暴巨人升华者,MPMM,235,巨型,巨人,混乱 善良,12,230 (20d12 + 100),"50 尺, 飞行 50 尺 (悬浮), 游泳 50 尺",29,14,20,17,20,19,"Str +14, Con +10, Wis +10, Cha +9","奥秘 +8, 历史 +8, 察觉 +10",,"寒冷; 钝击, 穿刺, 和 挥砍 来自非魔法攻击","闪电, 雷鸣",,"真实视觉 60 尺, 被动察觉 20","通用语, 巨人语","16 (XP 15,000; PB +5)","传奇抗性（1/日） Legendary Resistance. 若该巨人在一次豁免掷骰中失败，它可以选择改为成功。

水陆两栖 Amphibious. 巨人可以在空气和水中呼吸。","多重攻击 Multiattack. 巨人进行两次闪电之剑攻击，或者使用两次疾风标枪。

雷电剑 Lightning Sword. 近战武器攻击: 命中+14，触及15尺，单一目标。命中: 40（9d6 + 9）闪电伤害。

疾风标枪 Wind Javelin. 巨人将风汇聚成标枪般的形态，并将其投向位于600尺内它能看到的一个生物。标枪被视作魔法武器，并对目标造成19（3d6 + 9）力场伤害，必定命中。标枪在它命中后消失。",,,"舞风术 Gust. 巨人瞄准位于60尺内它能看到的一个生物，并在它周围创造一道魔法烈风。目标必须成功通过一个DC 18的力量豁免否则朝巨人选择的任何水平方向上被推开20尺。

雷鸣箭（消耗2个动作） Thunderbolt. 巨人朝位于600尺内它能看到的一个生物投出一道雷电。目标必须进行一个DC 18的敏捷豁免，豁免失败受到22（4d10）雷鸣伤害，成功则受一半伤害。

风暴合一（消耗3个动作） One with the Storm. 巨人消失，自身散入其巢穴周围的风暴中。巨人可以在任何他的回合开始时结束这个效果，再次变成一名巨人并出现在它所选择的其巢穴的任何位置。在分散期间，除了巢穴动作外巨人不能进行任何动作，他不能成为攻击，法术，或者其他效果的目标。巨人不能在它的巢穴外使用该能力，如果别的生物使用了操控天气法术或者类似的法术来平息风暴，巨人也不能使用该能力。",,"风暴巨人精华可以在巨人形态和变身为风暴时使用巢穴行动。在主动性计数20（在主动性平局中失去先机）时，巨人可以采取以下一项巢穴行动；巨人不能连续两轮采取相同的巢穴行动：

致聋轰鸣. 巨人在其巢穴内的任意一点创造一声雷鸣。在该点20尺范围内的每个生物必须成功进行一次DC 18体质豁免检定，否则在它的下一个回合结束前将被耳聋。

雾. 巨人在其巢穴内任意一点为中心，创造出一个20尺半径的雾气球体（如果在水下则是浑浊的水）。雾气球体可以绕过角落，其覆盖区域被严重遮蔽。雾气持续存在，直到巨人将其驱散（无需动作），且不会被风驱散。

狂风. 巨人从其巢穴中的任意一点创造出一条60英尺长、10英尺宽的强风线（或水中的强水流）。该线中的每个生物必须成功通过一次 DC 18 力量豁免，否则将被风吹向方向推动15英尺。这股风会吹散气体或蒸汽，并熄灭其区域内的蜡烛、火炬和类似的无保护火焰。受保护的火焰，如提灯中的火焰，有 50% 的几率被熄灭。","包含风暴巨人精华巢穴的区域因巨人的存在而扭曲，这会创造出以下一种或多种效果：

倾盆大雨. 在巢穴周围1英里内，雨、雪或吹动的尘土或沙子（视情况而定）是持续不断的。雨水会导致河流和小溪泛滥或溢出河岸；雪、尘土或沙子会形成深深的堆积或沙丘。

闪电. 在巢穴周围5英里内，无论白天还是夜晚，闪电和雷声持续不断。

大风. 巢穴周围1英里内吹着强风，除非点燃火源的位置受到风的保护，否则不可能点燃火。

如果巨人死亡，雷电和强风的区域效果会立即结束。雨、雪和沙尘暴将在1d8天内逐渐减弱。","山地, 水下, 海岸, 荒漠",
风神翼龙,MPMM,96,巨型,野兽 (恐龙),无阵营,13 (天生护甲),30 (4d12 + 4),"10 尺, 飞行 80 尺",15,13,13,2,10,5,,察觉 +2,,,,,被动察觉 12,—,2 (XP 450; PB +2),飞掠 Flyby. 风神翼龙在飞出一个敌人的触及范围时不会引发借机攻击。,啃咬 Bite. 近战武器攻击: 命中+4，触及10尺，单一生物。命中: 12（3d6 + 2）穿刺伤害。如果风神翼龙在命中前向目标飞行了至少30尺，则目标额外受到10（3d6）穿刺伤害。,,,,,,,"丘陵, 山地, 海岸",
飞头蛮,MPMM,251,微型,邪魔,混乱 邪恶,12,18 (4d4 + 8),"5 尺, 飞行 40 尺",6,14,14,4,7,2,,,,"寒冷, 火焰, 闪电",毒素,中毒,"黑暗视觉 60 尺, 被动察觉 8","懂深渊语, 炼狱语, 和它成为飞头蛮前所懂的任何语言但是不会说",1 (XP 200; PB +2),,"啃咬 Bite. 近战武器攻击: 命中+4，触及5尺，单一目标。命中: 5（1d6 + 2）穿刺伤害加10（3d6）毒素伤害。

深渊诅咒 Abyssal Curse. 飞头蛮指定一个其5尺范围内处于失能状态的类人生物为目标。目标必须成功通过DC 12的魅力豁免否则受到诅咒。被诅咒的目标每过一小时魅力值减少1点，其头部会呈现出魔鬼特征。当目标处于阳光或昼明术法术区域内时，诅咒不会进展；不计入该时间。当被诅咒目标的魅力值变为2时，其死亡，头部从身体撕裂并变成一个新的飞头蛮。在转变完成前对目标施展移除诅咒、高等复原术或类似法术可以结束诅咒。这样做会消除诅咒对目标造成的变化。

惊人尖叫 (充能 5–6) Stunning Shriek. 飞头蛮发出尖叫。30尺内每个能听到其声音的类人和野兽必须成功通过DC 12的感知豁免否则直到飞头蛮的下一个回合结束对飞头蛮陷入恐慌。以此法陷入恐慌时，目标陷入震慑。如果目标的豁免成功或该效果对其结束，该目标在1小时内免疫所有飞头蛮的惊人尖叫。",,,,,,,"幽暗地域, 沼泽, 荒漠",
飞蛇,MM'25,353,微型,怪兽,无阵营,14,5 (2d4),"30 尺, 飞行 60 尺, 游泳 30 尺",4,15,11,2,12,5,,,,,,,"盲视 10 尺, 被动察觉 11",—,1/8 (XP 25; PB +2),飞掠 Flyby. 飞蛇飞行离开敌人的触及范围时不会引发借机攻击。,啃咬 Bite. 近战攻击检定: +4，触及5尺。命中: 1穿刺伤害外加5（2d4）毒素伤害。,,,,,,,"森林, 草地, 荒漠",
飞行三叉戟,WDMM,106,小型,构装,无阵营,17 (天生护甲),17 (5d6),"0 尺, 飞行 50 尺 (悬浮)",12,15,11,1,5,1,Dex +4,,,,"毒素, 心灵","中毒, 恐慌, 目盲, 石化, 耳聋, 魅惑, 麻痹","盲视60尺（范围外视为目盲）, 被动察觉 7",—,1/4 (XP 50; PB +2),"无定形 False Appearance. 该三叉戟停止飞行并静止不动时与普通的三叉戟一模一样。

魔力依赖 Antimagic Susceptibility. 飞三叉戟陷入失能时，若其在反魔法场的效应范围内时且被指定为解除魔法的目标，则其必须进行一次对抗该法术豁免DC的体质豁免，豁免失败则陷入1分钟的昏迷状态。",三叉戟 Trident. 近战武器攻击: 命中+3，触及5尺，单一目标。命中: 5 (1d8 + 1) 点穿刺伤害。,,,,,,,,
飞行魔杖,WDMM,105,小型,构装,无阵营,17 (天生护甲),17 (5d6),"0 尺, 飞行 50 尺 (悬浮)",12,15,11,1,5,1,Dex +4,,,,"毒素, 心灵","中毒, 恐慌, 目盲, 石化, 耳聋, 魅惑, 麻痹","盲视60尺（范围外视为目盲）, 被动察觉 7",—,1/4 (XP 50; PB +2),"无定形 False Appearance. 该剑停止飞行并静止不动时与普通的剑一模一样。

魔力依赖 Antimagic Susceptibility. 飞剑陷入失能时，若其在反魔法场的效应范围内时且被指定为解除魔法的目标，则其必须进行一次对抗该法术豁免DC的体质豁免，豁免失败则陷入1分钟的昏迷状态。",魔法飞弹 Magic Missile. 该魔杖向一个它能在60尺内侦查到的生物射出一发魔法力场飞镖。当飞镖精准命中时，目标受到3（1d4 + 1）点力场伤害。,,,,,,,,
飞龙,MM'25,337,大型,龙,无阵营,14,127 (15d10 + 45),"30 尺, 飞行 80 尺",19,10,16,5,12,6,,察觉 +4,,,,,"黑暗视觉 120 尺, 被动察觉 14",—,"6 (XP 2,300; PB +3)",,"多重攻击 Multiattack. 飞龙发动一次啃咬攻击和一次刺针攻击。

啃咬 Bite. 近战攻击检定: +7，触及 5 尺。命中: 13（2d8 + 4）穿刺伤害。

钉刺 Sting. 近战攻击检定: +7，触及 10 尺。命中: 11（2d6 + 4）穿刺伤害外加 24（7d6）毒素伤害，且目标陷入中毒状态直至飞龙的下个回合开始。",,,,,,,"丘陵, 山地",任何
食人魔,MM'25,231,大型,巨人,混乱 邪恶,11,68 (8d10 + 24),40 尺,19,8,16,5,7,7,,,,,,,"黑暗视觉 60 尺, 被动察觉 8","通用语, 巨人语",2 (XP 450; PB +2),,"巨棒 Greatclub. 近战攻击检定: +6，触及5尺。命中: 13（2d8 + 4）钝击伤害。

标枪 Javelin. 近战 或 远程攻击检定: +6，触及5尺或射程30/120尺。命中: 11（2d6 + 4）穿刺伤害。",,,,,,,"丘陵, 山地, 幽暗地域, 极地, 森林, 沼泽, 草地, 荒漠",武备
食人魔僵尸,MM'25,346,大型,亡灵,中立 邪恶,8,85 (9d10 + 36),30 尺,19,6,18,3,6,5,Wis +0,,,,毒素,"中毒, 力竭","黑暗视觉 60 尺, 被动察觉 8",能理解通用语和巨人语，但不能说话,2 (XP 450; PB +2),不死坚韧 Undead Fortitude. 若伤害使丧尸的生命值降至 0 生命值，除非该伤害为光耀伤害或来自重击，否则丧尸进行一次体质豁免（DC 5加上所受伤害）。豁免成功则改为将生命值降至 1 生命值。,猛击 Slam. 近战攻击检定: +6，触及5尺。命中: 13（2d8 + 4）钝击伤害。,,,,,,,"位面, 堕影冥界, 城市, 幽暗地域",
食人魔弩炮手,MPMM,200,大型,巨人,混乱 邪恶,13 (兽皮甲),59 (7d10 + 21),40 尺,19,12,16,5,7,7,,,,,,,"黑暗视觉 60 尺, 被动察觉 8","通用语, 巨人语",2 (XP 450; PB +2),,"拳击 Fist. 近战武器攻击: 命中+6，触及5尺，单一目标。命中: 9（2d4 + 4）点钝击伤害。

弩炮发射 Bolt Launcher. 远程武器攻击: 命中+3，范围 120/480 尺，单一目标。命中: 17（3d10 + 1）穿刺伤害。",,,,,,,"丘陵, 山地, 草地",
食人魔攻城锤,MPMM,200,大型,巨人,混乱 邪恶,11 (兽皮甲),76 (9d10 + 27),40 尺,19,8,16,5,7,7,,,,,,,"黑暗视觉 60 尺, 被动察觉 8","通用语, 巨人语","4 (XP 1,100; PB +2)",攻城怪物 Siege Monster. 食人魔对物件和建筑物造成双倍伤害。,"多重攻击 Multiattack. 食人魔发动两次痛击攻击。

痛击 Bash. 近战武器攻击: 命中+6，触及5尺，单一目标。命中: 15（2d10 + 4）钝击伤害，并且食人魔可以将目标推离5尺，如果目标为巨型体型或者更小。",,拦路虎 Block the Path. 当一个生物进入食人魔5尺内的空间时，食人魔对该生物进行一次痛击攻击。如果攻击命中，目标的速度将降低到0，直到食人魔下一回合开始。,,,,,"丘陵, 山地, 草地",
食人魔轿舆,MPMM,201,大型,巨人,混乱 邪恶,"15 (胸甲, 盾牌)",59 (7d10 + 21),40 尺,19,8,16,5,7,7,,,,,,,"黑暗视觉 60 尺, 被动察觉 8","通用语, 巨人语",2 (XP 450; PB +2),轿舆 Howdah. 食人魔在背后背着一个紧凑的堡垒。最多四个小型生物可以乘坐其中而无需挤压。要对食人魔5尺内的目标进行近战攻击，他们必须使用长矛或具有触及的武器。堡垒内的生物对外部的攻击和效果具有四分之三掩护。如果食人魔死亡，堡垒内的生物会被放置在食人魔5尺内的未被占据空间。,硬头锤 Mace. 近战武器攻击: 命中+6，触及5尺，单一目标。命中: 11 (2d6 + 4) 点钝击伤害。,,,,,,,"丘陵, 山地, 草地",
食人魔链斗士,MPMM,201,大型,巨人,混乱 邪恶,11 (兽皮甲),59 (7d10 + 21),40 尺,19,8,16,5,7,7,,,,,,,"黑暗视觉 60 尺, 被动察觉 8","通用语, 巨人语",3 (XP 700; PB +2),,"拳击 Fist. 近战武器攻击: 命中+6，触及5尺，单一目标。命中: 9（2d4 + 4）点钝击伤害。

链挥 (充能 6) Chain Smash. 近战武器攻击: 命中+6，触及 10 尺，单一目标。命中: 13（2d8 + 4）钝击伤害，且目标必须进行一次DC 14的体质豁免，豁免失败者将陷入 1 分钟的震慑状态。目标在受到伤害时以及在其每个回合结束时重复进行豁免检定，成功则结束自身的效果。

锁链挥扫 Chain Sweep. 食人魔挥舞它的链条，其10尺范围内的每个生物必须进行一次DC 14的敏捷豁免。豁免失败时，生物受到8（1d8 + 4）钝击伤害并被击倒倒地。豁免成功时，该生物受到一半伤害且不会被击倒倒地。",,,,,,,"丘陵, 山地, 草地",
食人鱼,MM'25,366,微型,野兽,无阵营,13,1 (1d4 - 1),"5 尺, 游泳 40 尺",2,16,9,1,7,2,,,,,,,"黑暗视觉 60 尺, 被动察觉 8",—,0 (XP 10; PB +2),水下呼吸 Water Breathing. 食人鱼只能在水下呼吸。,啃咬 Bite. 近战攻击检定: +5（若目标未拥有全部生命值则具有优势），触及5尺。命中: 1穿刺伤害。,,,,,,,水下,
食人鱼集群,MM'25,370,中型,野兽的微型集群,无阵营,13,28 (8d8 - 8),"5 尺, 游泳 40 尺",13,16,9,1,7,2,,,,"钝击, 穿刺, 挥砍",,"倒地, 受擒, 恐慌, 束缚, 石化, 震慑, 魅惑, 麻痹","黑暗视觉 60 尺, 被动察觉 8",—,1 (XP 200; PB +2),"水下呼吸 Water Breathing. 这个集群只能在水下呼吸。

集群 Swarm. 集群可以进驻另一生物身处的空间，反之亦然。而且集群可以通过任何足够一只微型食人鱼通过的通道。集群不能恢复生命值也不能获得临时生命值。",啃咬 Bites. 近战攻击检定: +5（若目标未满生命值则具有优势），触及5尺。命中: 8（2d4 + 3）穿刺伤害，若食人鱼集群处于浴血浴血状态则改为5（1d4 + 3）穿刺伤害。,,,,,,,水下,
食尸水鬼,MM'25,132,中型,亡灵,混乱 邪恶,12,22 (5d8),"30 尺, 游泳 30 尺",13,15,10,7,10,6,,,,寒冷,毒素,"中毒, 力竭, 魅惑","黑暗视觉 60 尺, 被动察觉 10",通用语,1 (XP 200; PB +2),,"多重攻击 Multiattack. 食尸鬼发动两次阴寒啃咬攻击。

阴寒啃咬 Icy Bite. 近战攻击检定: +4，触及 5 尺。命中: 9（2d6 + 2）寒冷伤害，且目标的速度降低 5 尺，直至食尸鬼的下个回合开始。

爪击 Claw. 近战攻击检定: +4，触及 5 尺。命中: 4（1d4 + 2）挥砍伤害。如果目标为非亡灵生物或非精灵，其承受下述效应。体质 豁免检定: DC 10。失败: 目标陷入麻痹状态，直至其下个回合结束。",蹿腾水中 Watery Rush. 若身处水下，食尸鬼移动至多等于其游泳速度一半的距离，且不会引发借机攻击。,,,,,,"城市, 幽暗地域, 沼泽",任何
食尸鬼,MM'25,132,中型,亡灵,混乱 邪恶,12,22 (5d8),30 尺,13,15,10,7,10,6,,,,,毒素,"中毒, 力竭, 魅惑","黑暗视觉 60 尺, 被动察觉 10",通用语,1 (XP 200; PB +2),,"多重攻击 Multiattack. 食尸鬼发动两次啃咬攻击。

啃咬 Bite. 近战攻击检定: +4，触及5尺。命中: 5（1d6 + 2）穿刺伤害，外加3（1d6）暗蚀伤害。

爪击 Claw. 近战攻击检定: +4，触及 5 尺。命中: 4（1d4 + 2）挥砍伤害。如果目标为非亡灵生物或非精灵，其承受下述效应。体质 豁免检定: DC 10。失败: 目标陷入麻痹状态，直至其下个回合结束。",,,,,,,"城市, 幽暗地域, 沼泽",任何
食尸魔,MPMM,175,中型,邪魔 (恶魔),混乱 邪恶,15 (天生护甲),88 (16d8 + 16),30 尺,14,17,12,11,12,15,,欺瞒 +5,,"寒冷, 火焰, 闪电, 暗蚀; 钝击, 穿刺, 和 挥砍 来自非魔法攻击",毒素,"中毒, 力竭, 魅惑","黑暗视觉 120 尺, 被动察觉 11","深渊语, 精灵语, 心灵感应 120 尺","7 (XP 2,900; PB +3)","伪装形体 Assume Form. 食尸魔可以伪装成任何被其吃掉的中型类人生物的外表。此伪装维持1d6天，在此期间会逐渐腐烂，直到效果结束时，此形体自恶魔的身体上剥落。

魔法抗性 Magic Resistance. 食尸魔对抗法术和其他魔法效应时的豁免骰具有优势。","多重攻击 Multiattack. 食尸魔发动一次啃咬攻击和一次爪抓攻击。

啃咬 Bite. 近战武器攻击: 命中+6，触及5尺，单一目标。命中: 14（2d10 + 3）点穿刺伤害。若该目标是一个类人生物，则其魅力值减少1d4点。此减损持续到该目标完成一次短休或长休。若此目标的魅力值减少到0，则其死亡。该目标会在24小时后重生为一个食尸鬼，除非其在此之前已经被复活，或其尸体被摧毁。

爪击 Claw. 近战武器攻击: 命中+6，触及5尺，单一目标。命中: 12（2d8 + 3）挥砍伤害。如果目标是非亡灵生物，它必须成功通过DC 12的体质豁免否则被麻痹1分钟。目标可以在每个其回合结束时再次进行豁免，成功则结束该效应。

复生食尸鬼 (充能 5–6) Raise Ghoul. 食尸魔指定一个它30尺内能看见的死亡食尸鬼或妖鬼。目标以所有生命值复活。",,,,,,,"城市, 沼泽",
食腐兽,MM'25,233,大型,异怪,中立,14,104 (11d10 + 44),30 尺,16,11,19,6,13,6,Con +7,,,,,,"黑暗视觉 120 尺, 被动察觉 11",食腐兽；心灵感应120尺（接收者无法以心灵感应回应）,"5 (XP 1,800; PB +3)",,"多重攻击 Multiattack. 食腐兽发动一次啃咬攻击和两次触须攻击。

啃咬 Bite. 近战攻击检定: +6，触及5尺。命中: 12（2d8 + 3）穿刺伤害，且目标陷入中毒状态。每当中毒生物完成长休时，其承受以下效应。体质 豁免检定: DC 15。失败: 目标的生命值上限减少5（1d10），并且其生命值上限无法恢复直至中毒状态结束。成功: 中毒状态结束。

触须 Tentacle. 近战攻击检定: +6，触及10尺。命中: 12（2d8 + 3）穿刺伤害。若目标生物体型不超过中型，其被两条触须之一擒抱，陷入受擒状态（逃脱DC 13）。

触须猛击 Tentacle Slam. 体质 豁免检定: DC 14，受受擒于食腐兽的每名生物。失败: 16（3d8 + 3）钝击伤害，且目标陷入震慑状态直至食腐兽的下个回合开始。成功: 仅半伤。",,,,,,,幽暗地域,任何
食腐虫,MM'25,66,大型,怪兽,无阵营,13,51 (6d10 + 18),"30 尺, 攀爬 30 尺",14,13,16,1,12,5,,察觉 +5,,,,,"黑暗视觉 60 尺, 被动察觉 15",—,2 (XP 450; PB +2),蛛行术 Spider Climb. 食腐虫可以在难以攀爬的表面上攀爬，包括沿着天花板移动，且不需要为此进行属性检定。,"多重攻击 Multiattack. 食腐虫使用麻痹触须并发动一次啃咬攻击。

啃咬 Bite. 近战攻击检定: ： +4，触及 5 尺。命中: ： 7（ 2d4 + 2 ）穿刺伤害，外加 3（ 1d6 ）毒素伤害。

麻痹触须 Paralyzing Tentacles. 体质 豁免检定: ： DC 12，10 尺内食腐虫可见的生物。失败:： 目标陷入中毒状态，并在其回合结束时重复豁免，成功则终止其身上的该效应。1 分钟后，其豁免自动成功。中毒期间，目标陷入麻痹状态。",,,,,,,"城市, 幽暗地域",
食腐蛆集群,MPMM,237,中型,野兽的微型集群,无阵营,8,22 (5d8),"5 尺, 攀爬 5 尺",2,7,10,1,2,1,,,火焰,"穿刺, 挥砍",,"倒地, 受擒, 恐慌, 束缚, 石化, 魅惑, 麻痹","盲视 10 尺, 被动察觉 6",—,1/2 (XP 100; PB +2),集群 Swarm. 集群可以进驻另一生物身处的空间位置，反之亦然，而且集群可以通过任何足够一只微型蛆通过的通道。集群不能恢复生命值也不能获得临时生命值。,啃咬 Bites. 近战武器攻击: 命中+0，触及0尺，单一身处集群内的目标。命中: 7（2d6）穿刺伤害，且目标必须成功通过DC 10的体质豁免否则陷入中毒。在每个中毒目标的回合结束时，目标受到3（1d6）毒素伤害。每当中毒目标受到火焰伤害时，目标可以重复这一豁免，成功则结束对自己的影响。如果中毒目标以0生命值结束回合，它死亡。,,,,,,,"幽暗地域, 沼泽",
